id;medication_id;interacting_drug;interaction_type;severity;description;recommendation;created_at
41b88c1f-69a1-4885-b75d-2f2311d905b2;d39d50e4-aaa8-45b4-a621-c0133c87d86e;Simvastatin;increased_toxicity;moderate;Die wiederholte Anwendung von 10 mg Amlodipin in Kombination mit 80 mg Simvastatin führte im Vergleich zur alleinigen Anwendung von Simvastatin zu einem Anstieg der Simvastatin-Plasmaspiegel um 77%.;Die Dosierung von Simvastatin sollte bei Patienten, die Amlodipin erhalten, auf 20 mg pro Tag begrenzt sein.;2025-12-07 22:27:37.118755+00
c8adb0c1-4645-4d32-b049-e5240ac384c0;d39d50e4-aaa8-45b4-a621-c0133c87d86e;Atorvastatin;;minor;Bei gleichzeitiger Verabreichung von mehreren Dosen Amlodipin (10 mg) mit Atorvastatin (80 mg) resultierten keine signifikanten Veränderungen der pharmakokinetischen Steady-State Parameter von Atorvastatin.;;2025-12-07 22:27:37.147606+00
c3de323a-ae34-4813-acab-cee32ef2835e;d39d50e4-aaa8-45b4-a621-c0133c87d86e;Digoxin;;minor;Untersuchungen an gesunden Probanden haben gezeigt, dass die gleichzeitige Verabreichung von Amlodipin und Digoxin zu keinen Veränderungen der Digoxin-Plasmaspiegel oder der renalen Digoxin-Clearance führt.;;2025-12-07 22:27:37.176889+00
aafa203c-f61b-465d-9f73-6d92a074daaf;d39d50e4-aaa8-45b4-a621-c0133c87d86e;Ethanol (Alkohol);;minor;Einzel- und Mehrfachdosen von Amlodipin (10 mg) hatten keinen signifikanten Effekt auf die Pharmakokinetik von Ethanol.;;2025-12-07 22:27:37.213067+00
e2a4ea96-5349-40d5-b69a-3e94dced3b1c;d39d50e4-aaa8-45b4-a621-c0133c87d86e;Warfarin;;minor;Die Wirkung von Warfarin auf die Prothrombinzeit wurde bei gesunden männlichen Probanden durch die gleichzeitige Verabreichung von Amlodipin nicht signifikant verändert.;;2025-12-07 22:27:37.252179+00
9b05cc1e-eb11-4679-9ca1-467ac3c0dd9f;d39d50e4-aaa8-45b4-a621-c0133c87d86e;Ciclosporin;increased_toxicity;moderate;Die gleichzeitige Gabe von Ciclosporin und Amlodipin kann sich unterschiedlich auf die Talkonzentration von Ciclosporin auswirken, von keiner Veränderung bis zu einer durchschnittlichen Steigerung von 40% (bei nierentransplantierten Patienten).;Bei nierentransplantierten Patienten, die Amlodipin erhalten, sollte den Ciclosporin-Werten besondere Aufmerksamkeit gewidmet werden.;2025-12-07 22:27:37.28557+00
c3ca7153-6ed7-4efe-a93f-cc3af8fafc7d;d39d50e4-aaa8-45b4-a621-c0133c87d86e;Tacrolimus;increased_toxicity;moderate;Bei gleichzeitiger Verabreichung mit Amlodipin besteht ein erhöhtes Risiko für erhöhte Blutspiegel von Tacrolimus.;Zur Vermeidung der Toxizität von Tacrolimus müssen bei Verabreichung von Amlodipin bei Patienten, die mit Tacrolimus behandelt werden, die Blutspiegel von Tacrolimus überwacht und die Dosis von Tacrolimus bei Bedarf angepasst werden.;2025-12-07 22:27:37.315512+00
935c34e2-0a24-4b35-a9cf-d50a9d75e82d;d39d50e4-aaa8-45b4-a621-c0133c87d86e;mTOR-Inhibitoren (Sirolimus, Temsirolimus und Everolimus);increased_toxicity;moderate;mTOR-Inhibitoren sind CYP3A4-Substrate. Amlodipin ist ein schwacher CYP3A4-Inhibitor. Bei gleichzeitiger Verabreichung mit mTOR-Inhibitoren kann Amlodipin die Exposition von mTOR-Inhibitoren erhöhen.;;2025-12-07 22:27:37.345835+00
38784a0a-92ba-4b3c-a24e-ea9090d0f6ab;d39d50e4-aaa8-45b4-a621-c0133c87d86e;Cimetidin;;minor;Bei gleichzeitiger Verabreichung von Amlodipin und Cimetidin wird die Pharmakokinetik von Amlodipin nicht verändert.;;2025-12-07 22:27:37.371062+00
88463f7e-8af8-4ae2-b7de-ff88f41f2cb0;d39d50e4-aaa8-45b4-a621-c0133c87d86e;Aluminium/Magnesium (Antazida);;minor;Die gleichzeitige Verabreichung von Aluminium/Magnesium Antazida und einer Einzeldosis Amlodipin hatte keinen signifikanten Effekt auf die Pharmakokinetik von Amlodipin.;;2025-12-07 22:27:37.401104+00
a8e7d720-2681-45df-a990-b5bcaff9faf0;d39d50e4-aaa8-45b4-a621-c0133c87d86e;Sildenafil;;minor;Eine Einzeldosis von Sildenafil (100 mg) bei Personen mit essentieller Hypertonie hatte keinen Einfluss auf die pharmakokinetischen Parameter von Amlodipin. Wenn Amlodipin und Sildenafil in Kombination verabreicht wurden, wirkte jeder Wirkstoff unabhängig seinen blutdrucksenkenden Effekt aus.;;2025-12-07 22:27:37.445178+00
29b032ba-3a5b-470a-bf43-4449d5895de1;d39d50e4-aaa8-45b4-a621-c0133c87d86e;Diltiazem;increased_toxicity;moderate;Die gleichzeitige Anwendung von 180 mg Diltiazem täglich und 5 mg Amlodipin führte bei älteren Hypertoniepatienten (69 bis 87 Jahre) zu einer Zunahme der systemischen Verfügbarkeit von Amlodipin um 57%.;Amlodipin in der Kombination mit CYP3A4-Inhibitoren, v.a. bei älteren Patienten, mit besonderer Vorsicht anwenden.;2025-12-07 22:27:37.473481+00
2dcae909-dfac-4e5e-949c-b4d09e823f2c;d39d50e4-aaa8-45b4-a621-c0133c87d86e;Erythromycin;;minor;Die gleichzeitige Anwendung von Erythromycin bei gesunden Probanden (18 bis 43 Jahre) veränderte die systemische Verfügbarkeit von Amlodipin nicht signifikant (Anstieg der AUC um 22%).;;2025-12-07 22:27:37.500228+00
68f6ca4c-a681-4069-ae60-2d1d9aa01885;d39d50e4-aaa8-45b4-a621-c0133c87d86e;Starke CYP3A4-Inhibitoren (z.B. Ketoconazol, Itraconazol, Ritonavir);increased_toxicity;moderate;Können die Plasmaspiegel von Amlodipin in stärkerem Ausmass erhöhen als Diltiazem. Die klinische Relevanz der genannten Beobachtungen ist unklar.;Amlodipin in der Kombination mit CYP3A4-Inhibitoren, v.a. bei älteren Patienten, mit besonderer Vorsicht anwenden.;2025-12-07 22:27:37.527514+00
da4bbbcc-3a05-413d-bf12-005f986433b0;d39d50e4-aaa8-45b4-a621-c0133c87d86e;Clarithromycin;increased_toxicity;moderate;Da Clarithromycin ein CYP3A4-Inhibitor ist, besteht bei Patienten, die Clarithromycin gemeinsam mit Amlodipin erhalten, ein erhöhtes Risiko für Hypotonie.;Bei gleichzeitiger Verabreichung von Amlodipin und Clarithromycin ist eine engmaschige Beobachtung der Patienten angezeigt.;2025-12-07 22:27:37.554515+00
ff968100-1375-44cb-9d00-040ee7e30076;d39d50e4-aaa8-45b4-a621-c0133c87d86e;CYP3A4-Induktoren (z.B. Rifampicin, Johanniskraut (Hypericum perforatum));decreased_efficacy;moderate;Könnte zu verminderten Plasmaspiegeln von Amlodipin führen.;Amlodipin sollte deshalb mit Vorsicht angewendet werden, wenn die Verabreichung gemeinsam mit CYP3A4-Induktoren erfolgt.;2025-12-07 22:27:37.58211+00
12f71f53-00d0-48cb-8c75-0126ce55e8c1;925a46ae-6880-4b74-a02a-bf2ebe48814d;Ciclosporin;potentiation;moderate;Ciclosporin (4 mg/kg oder 2 Dosen à 3 mg/kg) vergrösserte die AUC von Caspofungin um ca. 35%. Diese Vergrösserung der AUC beruht vermutlich auf einer Reduktion der Aufnahme von Caspofungin durch die Leber. Caspofungin erhöhte die Plasmakonzentration von Ciclosporin nicht. Bei einigen gesunden Probanden, die 2 Dosen von 3 mg/kg Ciclosporin gleichzeitig mit Caspofungin erhielten, wurden vorübergehend erhöhte Werte der Alaninaminotransferase (ALT) und Aspartataminotransferase (AST) bis zum 3-fachen des oberen Normwertes beobachtet, die nach Absetzen der Behandlung reversibel waren.;Wenn der potenzielle Nutzen das potenzielle Risiko überwiegt, ist eine engmaschige Überwachung der Leberenzymwerte empfohlen.;2025-12-07 22:28:16.340844+00
5b7df354-8c6d-45dd-9aec-35ada74bf497;925a46ae-6880-4b74-a02a-bf2ebe48814d;Carbamazepin;decreased_efficacy;moderate;Co-Medikation von Enzyminduktoren mit Caspofungin kann eine klinisch signifikante Reduktion der Konzentration von Caspofungin bei Erwachsenen und Kindern/Jugendlichen verursachen.;Bei Kindern und Jugendlichen sollte bei gleichzeitiger Verabreichung eine tägliche Dosis von 70 mg/m2 in Betracht gezogen werden, wobei eine Tagesdosis von 70 mg nicht überschritten werden darf. Für Erwachsene ohne spezifische Dosierungsempfehlung, aber Vorsicht geboten.;2025-12-07 22:28:16.535166+00
dae5794a-bae6-4e66-8702-abc74aaf5a1d;925a46ae-6880-4b74-a02a-bf2ebe48814d;Rifampicin;decreased_efficacy;moderate;Keine Beeinflussung der AUC oder Cmax, jedoch 30%ige Reduktion des trough level von Caspofungin in einer Studie. Co-Medikation von Enzyminduktoren mit Caspofungin kann eine klinisch signifikante Reduktion der Konzentration von Caspofungin bei Erwachsenen und Kindern/Jugendlichen verursachen.;Bei Erwachsenen wird eine Erhöhung der Erhaltungsdosis auf 70 mg Caspofungin empfohlen. Bei Kindern und Jugendlichen sollte bei gleichzeitiger Verabreichung eine tägliche Dosis von 70 mg/m2 in Betracht gezogen werden, wobei eine Tagesdosis von 70 mg nicht überschritten werden darf.;2025-12-07 22:28:16.375572+00
c3157287-6f6f-49b7-9fe3-493db924caef;925a46ae-6880-4b74-a02a-bf2ebe48814d;Tacrolimus (FK-506);decreased_efficacy;minor;Caspofungin verringerte die 12-Stunden-Konzentration von Tacrolimus im Blut (C12h) um 26% bei gesunden Erwachsenen.;Regelmässige Kontrollen der Konzentration von Tacrolimus im Blut und ggf. eine Anpassung der Tacrolimus-Dosis sind angezeigt.;2025-12-07 22:28:16.565547+00
6d69b462-8110-4985-8f1b-15e923efd812;925a46ae-6880-4b74-a02a-bf2ebe48814d;Efavirenz;decreased_efficacy;moderate;Co-Medikation von Enzyminduktoren mit Caspofungin kann eine klinisch signifikante Reduktion der Konzentration von Caspofungin bei Erwachsenen und Kindern/Jugendlichen verursachen.;Bei Kindern und Jugendlichen sollte bei gleichzeitiger Verabreichung eine tägliche Dosis von 70 mg/m2 in Betracht gezogen werden, wobei eine Tagesdosis von 70 mg nicht überschritten werden darf. Für Erwachsene ohne spezifische Dosierungsempfehlung, aber Vorsicht geboten.;2025-12-07 22:28:16.406019+00
3aba82ac-2753-4a91-abde-a89031858294;925a46ae-6880-4b74-a02a-bf2ebe48814d;Itraconazol;;minor;Die Pharmakokinetik von Caspofungin wird durch Itraconazol nicht verändert. Caspofungin hatte keinen Effekt auf die Pharmakokinetik von Itraconazol.;Keine Anpassung erforderlich.;2025-12-07 22:28:16.60401+00
853e70fc-ea25-45cd-a186-acacfa630047;925a46ae-6880-4b74-a02a-bf2ebe48814d;Nevirapin;decreased_efficacy;moderate;Co-Medikation von Enzyminduktoren mit Caspofungin kann eine klinisch signifikante Reduktion der Konzentration von Caspofungin bei Erwachsenen und Kindern/Jugendlichen verursachen.;Bei Kindern und Jugendlichen sollte bei gleichzeitiger Verabreichung eine tägliche Dosis von 70 mg/m2 in Betracht gezogen werden, wobei eine Tagesdosis von 70 mg nicht überschritten werden darf. Für Erwachsene ohne spezifische Dosierungsempfehlung, aber Vorsicht geboten.;2025-12-07 22:28:16.440589+00
829578c7-e3ee-4607-9053-8d2961fcf864;925a46ae-6880-4b74-a02a-bf2ebe48814d;Amphotericin B;;minor;Die Pharmakokinetik von Caspofungin wird durch Amphotericin B nicht verändert. Caspofungin hatte keinen Effekt auf die Pharmakokinetik von Amphotericin B.;Keine Anpassung erforderlich.;2025-12-07 22:28:16.635419+00
77f1c484-8513-473d-a5fe-19f23958eb12;925a46ae-6880-4b74-a02a-bf2ebe48814d;Phenytoin;decreased_efficacy;moderate;Co-Medikation von Enzyminduktoren mit Caspofungin kann eine klinisch signifikante Reduktion der Konzentration von Caspofungin bei Erwachsenen und Kindern/Jugendlichen verursachen.;Bei Kindern und Jugendlichen sollte bei gleichzeitiger Verabreichung eine tägliche Dosis von 70 mg/m2 in Betracht gezogen werden, wobei eine Tagesdosis von 70 mg nicht überschritten werden darf. Für Erwachsene ohne spezifische Dosierungsempfehlung, aber Vorsicht geboten.;2025-12-07 22:28:16.47035+00
74fb4955-64ca-405d-9f91-1287fdfcf2a5;925a46ae-6880-4b74-a02a-bf2ebe48814d;Mycophenolat;;minor;Die Pharmakokinetik von Caspofungin wird durch Mycophenolat nicht verändert. Caspofungin hatte keinen Effekt auf die Pharmakokinetik von Mycophenolat.;Keine Anpassung erforderlich.;2025-12-07 22:28:16.662454+00
886c20b6-f5d5-4a86-b0fc-bc2e55ef4b9a;925a46ae-6880-4b74-a02a-bf2ebe48814d;Dexamethason;decreased_efficacy;moderate;Co-Medikation von Enzyminduktoren mit Caspofungin kann eine klinisch signifikante Reduktion der Konzentration von Caspofungin bei Erwachsenen und Kindern/Jugendlichen verursachen.;Bei Kindern und Jugendlichen sollte bei gleichzeitiger Verabreichung eine tägliche Dosis von 70 mg/m2 in Betracht gezogen werden, wobei eine Tagesdosis von 70 mg nicht überschritten werden darf. Für Erwachsene ohne spezifische Dosierungsempfehlung, aber Vorsicht geboten.;2025-12-07 22:28:16.500979+00
92a586a9-672c-4539-a7f1-1c2bdda164a0;925a46ae-6880-4b74-a02a-bf2ebe48814d;Nelfinavir;;minor;Die Pharmakokinetik von Caspofungin wird durch Nelfinavir nicht verändert.;Keine Anpassung erforderlich.;2025-12-07 22:28:16.696599+00
3a450961-28ca-481c-910f-30763d0155b8;1e3ac4ef-ba34-43a1-8785-c8e714bfc9c2;Koffein (CYP1A2-Substrat);;minor;Exposition gegenüber Koffein war nach der Behandlung mit Risankizumab vergleichbar wie vor der Behandlung, was auf keine klinisch bedeutsamen Arzneimittelinteraktionen hindeutet.;Keine Dosisanpassung erforderlich.;2025-12-07 22:29:14.517837+00
c40e3fa9-d2ea-40dc-9f43-c12f7637164d;1e3ac4ef-ba34-43a1-8785-c8e714bfc9c2;Warfarin (CYP2C9-Substrat);;minor;Exposition gegenüber Warfarin war nach der Behandlung mit Risankizumab vergleichbar wie vor der Behandlung, was auf keine klinisch bedeutsamen Arzneimittelinteraktionen hindeutet.;Keine Dosisanpassung erforderlich.;2025-12-07 22:29:14.544343+00
80c48cfe-2358-4817-afd3-2970c623c1c1;1e3ac4ef-ba34-43a1-8785-c8e714bfc9c2;Omeprazol (CYP2C19-Substrat);;minor;Exposition gegenüber Omeprazol war nach der Behandlung mit Risankizumab vergleichbar wie vor der Behandlung, was auf keine klinisch bedeutsamen Arzneimittelinteraktionen hindeutet.;Keine Dosisanpassung erforderlich.;2025-12-07 22:29:14.568882+00
9d12eaa3-9f0c-4a2a-9a5c-cb463849fb51;1e3ac4ef-ba34-43a1-8785-c8e714bfc9c2;Metoprolol (CYP2D6-Substrat);;minor;Exposition gegenüber Metoprolol war nach der Behandlung mit Risankizumab vergleichbar wie vor der Behandlung, was auf keine klinisch bedeutsamen Arzneimittelinteraktionen hindeutet.;Keine Dosisanpassung erforderlich.;2025-12-07 22:29:14.593501+00
d13714f0-1ff3-4381-b645-7999f83fcc02;1e3ac4ef-ba34-43a1-8785-c8e714bfc9c2;Midazolam (CYP3A4-Substrat);;minor;Exposition gegenüber Midazolam war nach der Behandlung mit Risankizumab vergleichbar wie vor der Behandlung, was auf keine klinisch bedeutsamen Arzneimittelinteraktionen hindeudet.;Keine Dosisanpassung erforderlich.;2025-12-07 22:29:14.621829+00
4d9caf6f-f1f6-441e-b9c2-9e6f82b9b3cf;1e3ac4ef-ba34-43a1-8785-c8e714bfc9c2;Lebendimpfstoffe;increased_toxicity;contraindicated;SKYRIZI sollte nicht zusammen mit Lebendimpfstoffen angewendet werden. Kein Ansprechen auf Lebend- oder inaktivierte Impfstoffe ist bekannt.;Ein genügender zeitlicher Abstand zwischen Impfungen mit Lebendimpfstoffen und dem Beginn der Therapie gemäss aktuellen Impfrichtlinien zu immunsuppressiven Wirkstoffen ist einzuhalten.;2025-12-07 22:29:14.6472+00
52c7ca34-68f3-4d48-9a0b-510a1b7f3b9f;1e3ac4ef-ba34-43a1-8785-c8e714bfc9c2;Andere systemische Immunsuppressiva oder Phototherapie;;major;Die Sicherheit und Wirksamkeit von SKYRIZI in Kombination mit Biologika sind nicht untersucht worden.;Non spécifié.;2025-12-07 22:29:14.677056+00
10ac42a5-afb3-4ab9-bc9b-a280a70e1af1;0124278c-b12e-47a4-a9e7-c3f2ea723f3f;Phosphodiesterase-5-Inhibitoren (wie Sildenafil, Tadalafil, Vardenafil);potentiation;contraindicated;Potenzieren den blutdrucksenkenden Effekt von Nitraten und anderen NO-Donatoren, was zu schwerwiegender, häufig therapieresistenter Hypotonie führen kann.;Gleichzeitige Einnahme ist kontraindiziert. Wenn Phosphodiesterase-5-Inhibitoren eingenommen wurden, ist die Anwendung von Nicorandil Rivopharm während 24 Stunden nach Einnahme dieser Substanzen kontraindiziert.;2025-12-07 22:29:44.355123+00
3c5d51f7-1521-4060-b2cf-61dd4780d775;0124278c-b12e-47a4-a9e7-c3f2ea723f3f;Stimulatoren der löslichen Guanylat-Cyclase (wie z.B. Riociguat);potentiation;contraindicated;Kann zu einem schweren Blutdruckabfall führen.;Gleichzeitige Anwendung ist kontraindiziert.;2025-12-07 22:29:44.398883+00
d19d3409-f5bd-4d2a-a0c9-dcacfeb8ff7e;0124278c-b12e-47a4-a9e7-c3f2ea723f3f;Andere blutdrucksenkende Arzneimittel (Vasodilatatoren, Kalziumantagonisten, β-Blocker, trizyklische Antidepressiva);potentiation;moderate;Die blutdrucksenkende Wirkung kann verstärkt werden.;Vorsicht bei gleichzeitiger Anwendung.;2025-12-07 22:29:44.434395+00
6496dbcc-8369-457d-bf25-ef871f7470c4;0124278c-b12e-47a4-a9e7-c3f2ea723f3f;Alkohol;potentiation;moderate;Die blutdrucksenkende Wirkung kann verstärkt werden.;Vorsicht bei gleichzeitiger Anwendung.;2025-12-07 22:29:44.469095+00
4185f185-a563-472f-8f2a-9debe93704d3;0124278c-b12e-47a4-a9e7-c3f2ea723f3f;Dapoxetin;increased_toxicity;moderate;Mögliche Verminderung der orthostatischen Toleranz.;Sollte bei mit Nicorandil behandelten Patienten mit Vorsicht verschrieben werden.;2025-12-07 22:29:44.506945+00
423486c2-6b12-43d6-9c75-a61dd1431dbb;0124278c-b12e-47a4-a9e7-c3f2ea723f3f;Kortikosteroide;increased_toxicity;major;Fälle von gastrointestinalen Perforationen wurden berichtet.;Vorsicht bei gleichzeitiger Gabe.;2025-12-07 22:29:44.542015+00
e9c4c03d-0af7-41b4-bc18-fee762b8d70d;0124278c-b12e-47a4-a9e7-c3f2ea723f3f;NSARs einschliesslich Acetylsalicylsäure;increased_toxicity;major;Erhöhtes Risiko für schwere Komplikationen wie etwa gastrointestinale Ulzerationen, Perforationen und Blutungen.;Bei der Erwägung einer gemeinsamen Anwendung ist entsprechende Vorsicht geboten.;2025-12-07 22:29:44.574627+00
2b426ac9-7869-4a23-895e-722153d5ec6e;0124278c-b12e-47a4-a9e7-c3f2ea723f3f;Arzneimittel, welche die Kaliumspiegel erhöhen können;increased_toxicity;moderate;Erhöhtes Risiko für Hyperkaliämie, vor allem bei Patienten mit mittelschwerer bis schwerer Nierenfunktionsstörung.;Mit entsprechender Vorsicht anwenden.;2025-12-07 22:29:44.619071+00
08edd8c9-fe98-4ff7-8156-2d4bc6705421;0124278c-b12e-47a4-a9e7-c3f2ea723f3f;Sulfonylharnstoffe (insbes. Glibenclamid) mit Kaliumkanal-blockierender Wirkung;antagonism;moderate;Potenziell Kaliumkanal-blockierende Wirkung und damit verbundener antagonistischer Effekt zu Nicorandil. Bei der Behandlung von Typ II-Diabetikern mit dem Risiko akuter koronarer Erkrankungen sollte dies bei der Auswahl des geeigneten Antidiabetikums berücksichtigt werden.;;2025-12-07 22:29:44.655976+00
faa087f9-da68-4b8e-94a0-5e2556881f50;311e171d-4411-4f48-870b-c4e571fc0ee5;Benzodiazepine oder andere zentral dämpfende Substanzen;increased_toxicity;major;L'utilisation concomitante d'opioïdes avec des benzodiazépines ou d'autres substances à action centrale peut entraîner une sédation sévère, une dépression respiratoire, un coma et la mort. Ces risques doivent être pris en compte et la dose la plus faible efficace sur la durée la plus courte possible doit être utilisée. Une surveillance étroite est nécessaire.;Utiliser la dose efficace la plus faible et la durée minimale d'utilisation concomitante. Surveiller étroitement les signes de dépression respiratoire et de sédation.;2025-12-07 22:30:33.00012+00
16ba670e-1f82-4c8d-808d-d342ae351f2b;311e171d-4411-4f48-870b-c4e571fc0ee5;Monoaminoxidase-Hemmer (MAO-Hemmer);increased_toxicity;moderate;La prudence est de mise lors de l'administration concomitante d'Oxynorm avec des inhibiteurs de la monoamine oxydase (IMAO), car des interactions potentiellement graves peuvent survenir et affecter la pression artérielle et la fonction respiratoire.;Utiliser avec prudence et surveiller les réactions indésirables.;2025-12-07 22:30:33.062922+00
8bbb715d-a89c-470e-b811-4d4eddad09f6;64acd078-96a1-4c9a-806e-67d6258c7849;Silbersulfadiazin (z.B. in Wundauflagen);decreased_efficacy;moderate;Bildung von Silberiodid, was zu einer Wirkungsabschwächung führen kann.;Nicht gleichzeitig anwenden.;2025-12-07 22:32:28.901869+00
2ef39637-eb97-4408-99ec-fc2ac153b952;64acd078-96a1-4c9a-806e-67d6258c7849;Wasserstoffperoxid;decreased_efficacy;moderate;Reduktion von Iod, was zu einer Wirkungsabschwächung führen kann.;Nicht gleichzeitig anwenden.;2025-12-07 22:32:28.933122+00
fa1d4154-602f-4daa-becf-c6dea527aa18;64acd078-96a1-4c9a-806e-67d6258c7849;Taurolidin;decreased_efficacy;moderate;Oxidation und Inaktivierung durch Iod, was zu einer Wirkungsabschwächung führen kann.;Nicht gleichzeitig anwenden.;2025-12-07 22:32:28.960587+00
a521263c-1d90-41f8-8699-9725328d71b0;64acd078-96a1-4c9a-806e-67d6258c7849;Enzymatische Wundbehandlungsmittel;decreased_efficacy;moderate;Oxidation der Enzymkomponente, was zu einer Wirkungsabschwächung führen kann.;Nicht gleichzeitig anwenden.;2025-12-07 22:32:28.987132+00
8f3555b5-c89e-4dcc-b94c-fa360defce57;64acd078-96a1-4c9a-806e-67d6258c7849;Antiseptika auf Octenidin-Basis;other;minor;Es können vorübergehende dunkle Verfärbungen an den betroffenen Stellen entstehen.;Sollen nicht gleichzeitig auf denselben oder benachbarten Stellen angewendet werden.;2025-12-07 22:32:29.066248+00
a0c0e630-6106-431d-a923-76387e782efb;26065ed1-145a-4e89-b454-9c1f4a2aac6b;Acide acétylsalicylique (ASS);potentiation;minor;L'ASS n'a pas influencé l'inhibition de l'agrégation plaquettaire médiée par Efient. Les deux médicaments peuvent être administrés ensemble.;Les deux médicaments peuvent être administrés ensemble.;2025-12-07 22:32:57.020828+00
1f9bb3af-eb5f-490a-912b-1db9bf3dbae0;26065ed1-145a-4e89-b454-9c1f4a2aac6b;Digoxine;none;minor;Pas d'influence cliniquement significative sur la pharmacocinétique de la digoxine.;Pas de recommandation spécifique.;2025-12-07 22:32:57.222683+00
89d44629-428e-480b-8420-46f52ada5666;96ed1a5e-a458-4340-bf01-05718819c286;Digoxin;potentiation;minor;Die Hemmung der Magensäure während der Behandlung mit Esomeprazol kann die Absorption von Arzneimitteln wie Digoxin erhöhen. Bei gesunden Probanden erhöhte die gleichzeitige Behandlung mit Omeprazol (20 mg täglich) und Digoxin die Bioverfügbarkeit von Digoxin um 10% (bei 2 Probanden bis zu 30%).;Überwachung der Digoxin-Spiegel.;2025-12-07 22:33:25.932517+00
f7d5f64c-9470-4c8c-a987-06714e107b4b;26065ed1-145a-4e89-b454-9c1f4a2aac6b;Warfarine ou autres dérivés de la coumarine;increased_toxicity;contraindicated;Risque accru de saignement. L'utilisation concomitante n'a pas été étudiée et n'est pas recommandée.;Ne pas utiliser Efient avec les dérivés coumariniques.;2025-12-07 22:32:56.846256+00
e9e71d30-3ab6-41ed-a609-a4e19c735390;26065ed1-145a-4e89-b454-9c1f4a2aac6b;Lansoprazole (inhibiteur de la pompe à protons);none;minor;N'a pas changé l'AUC ni Tmax du métabolite, mais a diminué Cmax de 29%.;Pas de recommandation spécifique.;2025-12-07 22:32:57.090235+00
34eecd5f-6a17-4a58-89c2-cc41e3150802;26065ed1-145a-4e89-b454-9c1f4a2aac6b;Anti-inflammatoires non stéroïdiens (AINS) à long terme;increased_toxicity;moderate;Risque accru de saignement. L'utilisation concomitante n'a pas été étudiée.;Utiliser avec prudence.;2025-12-07 22:32:56.883525+00
f5edc05c-5bdc-4f3c-aa22-0c046cc3cf35;26065ed1-145a-4e89-b454-9c1f4a2aac6b;Héparine de bas poids moléculaire, Bivalirudine et inhibiteurs de la GP IIb/IIIa;none;minor;Pas d'interactions cliniquement significatives.;Pas de recommandation spécifique.;2025-12-07 22:32:57.12475+00
58c2a4d1-5935-468a-a9b3-c5ab0625b13f;96ed1a5e-a458-4340-bf01-05718819c286;Atazanavir, Nelfinavir;decreased_efficacy;major;Die gleichzeitige Verabreichung von Esomeprazol mit Arzneimitteln wie Atazanavir und Nelfinavir wird nicht empfohlen (siehe «Interaktionen»).;Nicht empfohlen.;2025-12-07 22:33:25.83993+00
9b143616-a384-4516-9a1b-42d5654af6bc;26065ed1-145a-4e89-b454-9c1f4a2aac6b;Kétoconazole (inhibiteur CYP3A4);none;minor;A influencé AUC et Tmax du métabolite actif, mais a diminué la Cmax de 34% à 46%. Pas d'impact significatif sur l'inhibition de l'agrégation plaquettaire.;Pas de recommandation spécifique en dehors de la prise normale.;2025-12-07 22:32:56.949569+00
b3f345e7-72a4-48f3-ae30-38a176c8a574;26065ed1-145a-4e89-b454-9c1f4a2aac6b;Atorvastatine (statine);none;minor;N'a pas modifié la pharmacocinétique d'Efient ni l'inhibition de l'agrégation plaquettaire.;Pas de recommandation spécifique.;2025-12-07 22:32:57.155389+00
f78cc7dd-3482-41f3-a17b-19efd8d2afa4;96ed1a5e-a458-4340-bf01-05718819c286;Clopidogrel;decreased_efficacy;major;Von der gleichzeitigen Verabreichung von Esomeprazol und Clopidogrel wird abgeraten (siehe «Interaktionen»).;Abgeraten.;2025-12-07 22:33:25.874009+00
294c58af-2b04-4f91-9316-3112147b9820;26065ed1-145a-4e89-b454-9c1f4a2aac6b;Rifampicine (inducteur CYP2C9, CYP2C19, CYP2C8);none;minor;N'a pas modifié la pharmacocinétique d'Efient ni l'inhibition de l'agrégation plaquettaire.;Pas de recommandation spécifique.;2025-12-07 22:32:56.99061+00
c39e6574-afd8-4117-ab3a-5e778a6d6b69;26065ed1-145a-4e89-b454-9c1f4a2aac6b;Morphine et autres opioïdes;decreased_efficacy;major;Exposition retardée et réduite aux inhibiteurs P2Y12 oraux, y compris le prasugrel et son métabolite actif. Lié à une motilité gastro-intestinale réduite. Potentiel de diminution de l'efficacité du prasugrel. La pertinence clinique est inconnue.;Envisager l'utilisation d'un inhibiteur P2Y12 parentéral si l'utilisation de morphine est incontournable chez les patients atteints de SCA et si une inhibition rapide du P2Y12 est cruciale.;2025-12-07 22:32:57.187327+00
6e5b8af9-5e8d-488d-9de2-40461efe798e;96ed1a5e-a458-4340-bf01-05718819c286;Arzneimittel, deren Absorption vom pH im Magen abhängig ist (z.B. Ketoconazol, Itraconazol, Erlotinib);decreased_efficacy;moderate;Die Hemmung der Magensäure während der Behandlung mit Esomeprazol oder mit einem anderen PPI kann die Absorption von Arzneimitteln, deren Absorption vom pH im Magen abhängig ist, erhöhen oder vermindern. Wie bei der Anwendung mit Arzneimitteln, die die intragastrische Azidität vermindern, kann auch unter der Behandlung mit Esomeprazol die Absorption von Arzneimitteln wie Ketoconazol, Itraconazol und Erlotinib vermindert sein.;Überwachung der Wirkung und Anpassung der Dosierung bei Bedarf.;2025-12-07 22:33:25.901904+00
