id;name;icd_code;synonyms;description;category;specialty;severity;created_at;updated_at
ca9d4fe3-f37c-4ad9-ac8f-81677e1bcefb;Other specified heart block;I45.5;"[""Lainnya blok jantung spesifik""]";Other specified heart block;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
ff05aa7e-fcaa-47ef-aed2-96c660d46809;Pre-excitation syndrome;I45.6;"[""Sindrom pra - eksitasi""]";Pre-excitation syndrome;Cardiovasculaire;Cardiologie;moderate;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
6dbdd20f-cb9a-4292-bbde-76d83868f752;Other specified conduction disorders;I45.8;"[""Gangguan konduksi tertentu lainnya""]";Other specified conduction disorders;Cardiovasculaire;Cardiologie;moderate;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
81815713-f587-49c8-8dcb-c2717a0efe8b;Conduction disorder, unspecified;I45.9;"[""Gangguan konduksi, tidak spesifik""]";Conduction disorder, unspecified;Cardiovasculaire;Cardiologie;moderate;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
50f2e171-35e3-4b6a-b88d-230b9fee3957;Cardiac arrest with successful resuscitation;I46.0;"[""Henti jantung dengan sukses resusitasi""]";Cardiac arrest with successful resuscitation;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
c5170e42-121a-42b3-b7be-d91bd5cd7005;Sudden cardiac death, so described;I46.1;"[""Kematian jantung mendadak , jadi dijelaskan""]";Sudden cardiac death, so described;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
a980a4a8-b32f-4dca-a606-80321ad9c249;Cardiac arrest, unspecified;I46.9;"[""Serangan jantung , tidak spesifik""]";Cardiac arrest, unspecified;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
11e698d3-e37e-4c1c-baaf-115dbae25793;Re-entry ventricular arrhythmia;I47.0;"[""Re -entry aritmia ventrikel""]";Re-entry ventricular arrhythmia;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
f8d0c1c3-eaa7-426c-843b-8430f4872d02;Supraventricular tachycardia;I47.1;"[""Takikardia supraventricular""]";Supraventricular tachycardia;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
12636fa8-6d36-45ae-9222-6e97c6af4a3a;Ventricular tachycardia;I47.2;"[""Ventricular tachycardia""]";Ventricular tachycardia;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
a8bc695a-755a-4364-97da-aaf382369378;Paroxysmal tachycardia, unspecified;I47.9;"[""Takikardia paroksismal , tidak spesifik""]";Paroxysmal tachycardia, unspecified;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
5dd25844-2bd6-44d9-84f5-d207cd48f460;Atrial fibrillation and flutter;I48;"[""Atrial fibrilasi dan flutter""]";Atrial fibrillation and flutter;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
3ae296ca-5c5f-4499-86d7-61ca98cbf404;Ventricular fibrillation and flutter;I49.0;"[""Fibrilasi ventrikel dan flutter""]";Ventricular fibrillation and flutter;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
ed2d2f91-8549-4d84-94cc-50c79bed211d;Atrial premature depolarization;I49.1;"[""Atrial depolarisasi prematur""]";Atrial premature depolarization;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
b9e166f0-c7bb-4719-a7eb-93b54f14de20;Junctional premature depolarization;I49.2;"[""Junctional depolarisasi prematur""]";Junctional premature depolarization;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
d858e585-cb8a-4c00-bbda-52850f291d95;Ventricular premature depolarization;I49.3;"[""Ventricular depolarisasi prematur""]";Ventricular premature depolarization;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
796683b6-1e6a-4c9e-88a5-d1f23c4bfbc7;Other and unspecified premature depolarization;I49.4;"[""Lain dan tidak spesifik depolarisasi prematur""]";Other and unspecified premature depolarization;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
6f1e45f9-4cbd-4340-adf4-8634e5b0867b;Sick sinus syndrome;I49.5;"[""Sindrom sinus sakit""]";Sick sinus syndrome;Cardiovasculaire;Cardiologie;moderate;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
ee674512-a4a6-4c5e-a77a-ac82ef90b6e2;Other specified cardiac arrhythmias;I49.8;"[""Aritmia jantung lainnya yang spesifik""]";Other specified cardiac arrhythmias;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
0808011f-897a-4f33-8299-431b05d270ed;Cardiac arrhythmia, unspecified;I49.9;"[""Aritmia jantung , tidak spesifik""]";Cardiac arrhythmia, unspecified;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
0ab899d7-924d-4648-91a4-0c91708f7b15;Congestive heart failure;I50.0;"[""Gagal jantung kongestif""]";Congestive heart failure;Cardiovasculaire;Cardiologie;critical;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
c1fc2fd0-2da7-4fe1-b149-751262aa7ee5;Left ventricular failure;I50.1;"[""Kegagalan ventrikel kiri""]";Left ventricular failure;Cardiovasculaire;Cardiologie;critical;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
bc538155-86ef-4935-b5eb-ed245ed1a9d5;Heart failure, unspecified;I50.9;"[""Gagal jantung , tidak spesifik""]";Heart failure, unspecified;Cardiovasculaire;Cardiologie;critical;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
6e9a887f-5ff4-4c8f-99ef-893c1354a9aa;Cardiac septal defect, acquired;I51.0;"[""Defek septum jantung , diperoleh""]";Cardiac septal defect, acquired;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
49143339-9683-4d2a-a0cf-76663eabe71c;Rupture of chordae tendineae, not elsewhere classified;I51.1;"[""Pecahnya korda tendinea , tidak diklasifikasikan di tempat lain""]";Rupture of chordae tendineae, not elsewhere classified;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
60b50a41-c5a1-4f34-9df2-f9b592983c02;Rupture of papillary muscle, not elsewhere classified;I51.2;"[""Pecahnya otot papiler , tidak diklasifikasikan di tempat lain""]";Rupture of papillary muscle, not elsewhere classified;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
9ce9168d-95fa-4f4d-89d1-0a324b6093e1;Intracardiac thrombosis, not elsewhere classified;I51.3;"[""Trombosis intrakardiak , tidak diklasifikasikan di tempat lain""]";Intracardiac thrombosis, not elsewhere classified;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
aa0aebbd-d3b7-4fcf-aaa4-17a97b37db19;Myocarditis, unspecified;I51.4;"[""Miokarditis , tidak spesifik""]";Myocarditis, unspecified;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
a87d7701-62ea-4199-a4a4-75db85784f56;Myocardial degeneration;I51.5;"[""Degenerasi miokard""]";Myocardial degeneration;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
d802a3a0-61b2-4c7c-8bfa-3143411ebb23;Cardiovascular disease, unspecified;I51.6;"[""Penyakit jantung , tidak spesifik""]";Cardiovascular disease, unspecified;Cardiovasculaire;Cardiologie;severe;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
985f460a-00d3-4ab9-87db-a345c86bda88;Cardiomegaly;I51.7;"[""Kardiomegali""]";Cardiomegaly;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
d2e4960f-183a-4aa9-aee1-bf8ce856e433;Other ill-defined heart diseases;I51.8;"[""Penyakit jantung sakit - didefinisikan Lainnya""]";Other ill-defined heart diseases;Cardiovasculaire;Cardiologie;severe;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
c64b1c66-5365-4cdc-9b93-62ba4134df9a;Heart disease, unspecified;I51.9;"[""Penyakit jantung , tidak spesifik""]";Heart disease, unspecified;Cardiovasculaire;Cardiologie;severe;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
ce7b296d-e875-408c-80d7-f09721de124e;Cerebral infarction due to thrombosis of cerebral arteries;I63.3;"[""Infark serebral akibat trombosis arteri serebral""]";Cerebral infarction due to thrombosis of cerebral arteries;Cardiovasculaire;Cardiologie;critical;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
42d199ac-2d3d-4de3-bd4a-5b759cbe4736;Other heart disorders in bacterial diseases classified elsewhere;I52.0;"[""Gangguan jantung lainnya pada penyakit bakteri diklasifikasikan di tempat lain""]";Other heart disorders in bacterial diseases classified elsewhere;Cardiovasculaire;Cardiologie;severe;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
7b170107-ded5-465e-aa63-2f504af8a361;Other heart disorders in other infectious and parasitic diseases classified elsewhere;I52.1;"[""Gangguan jantung lainnya pada penyakit infeksi dan parasit lainnya yang diklasifikasikan di tempat lain""]";Other heart disorders in other infectious and parasitic diseases classified elsewhere;Cardiovasculaire;Cardiologie;severe;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
aa1503ad-bb6e-48f4-ac1c-72033112cab7;Other heart disorders in other diseases classified elsewhere;I52.8;"[""Gangguan jantung lainnya pada penyakit lain yang diklasifikasikan di tempat lain""]";Other heart disorders in other diseases classified elsewhere;Cardiovasculaire;Cardiologie;severe;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
2f87078b-a0b2-46a1-873c-d1ca2a306325;Subarachnoid haemorrhage from carotid siphon and bifurcation;I60.0;"[""Perdarahan subarachnoid dari karotis siphon dan bifurkasi""]";Subarachnoid haemorrhage from carotid siphon and bifurcation;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
0f319cef-3a7b-4378-a806-64bbf3d6e35a;Subarachnoid haemorrhage from middle cerebral artery;I60.1;"[""Perdarahan subarachnoid dari arteri serebri""]";Subarachnoid haemorrhage from middle cerebral artery;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
d6223905-6b62-49c9-9f3f-fa7c450caef8;Subarachnoid haemorrhage from anterior communicating artery;I60.2;"[""Perdarahan subarachnoid dari arteri anterior berkomunikasi""]";Subarachnoid haemorrhage from anterior communicating artery;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
acb030cc-f7a6-447b-8bf0-c61ba0939db3;Subarachnoid haemorrhage from posterior communicating artery;I60.3;"[""Perdarahan subarachnoid dari posterior arteri berkomunikasi""]";Subarachnoid haemorrhage from posterior communicating artery;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
b9b02f72-b968-4e42-b558-372fe2c9765b;Subarachnoid haemorrhage from basilar artery;I60.4;"[""Perdarahan subarachnoid dari arteri basilar""]";Subarachnoid haemorrhage from basilar artery;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
85af24c3-937f-413a-afbd-27101546bcb7;Subarachnoid haemorrhage from vertebral artery;I60.5;"[""Perdarahan subarachnoid dari arteri vertebralis""]";Subarachnoid haemorrhage from vertebral artery;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
5b6b2097-bad1-4070-b41e-43ce7e80b776;Subarachnoid haemorrhage from other intracranial arteries;I60.6;"[""Perdarahan subarachnoid dari arteri intrakranial lainnya""]";Subarachnoid haemorrhage from other intracranial arteries;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
ae100bc0-7e18-4204-ba0e-82283a7d55ac;Subarachnoid haemorrhage from intracranial artery, unspecified;I60.7;"[""Perdarahan subarachnoid dari arteri intrakranial , tidak spesifik""]";Subarachnoid haemorrhage from intracranial artery, unspecified;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
0e42239d-b4ca-4a64-9ffb-ac65acd3ffef;Other subarachnoid haemorrhage;I60.8;"[""Perdarahan subarachnoid lainnya""]";Other subarachnoid haemorrhage;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
aafc3a18-4306-46c2-868e-4e9e5810807e;Subarachnoid haemorrhage, unspecified;I60.9;"[""Perdarahan subarachnoid , tidak spesifik""]";Subarachnoid haemorrhage, unspecified;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
38621590-c819-411e-bc2d-36fd8ff59fb0;Intracerebral haemorrhage in hemisphere, subcortical;I61.0;"[""Perdarahan intraserebral di belahan bumi , subkortikal""]";Intracerebral haemorrhage in hemisphere, subcortical;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
7940b764-ee04-45c0-ae51-f5f1fe1d0567;Intracerebral haemorrhage in hemisphere, cortical;I61.1;"[""Perdarahan intraserebral di belahan bumi , kortikal""]";Intracerebral haemorrhage in hemisphere, cortical;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
84791760-737f-41f0-937f-9c52ea3c2dd2;Intracerebral haemorrhage in hemisphere, unspecified;I61.2;"[""Perdarahan intraserebral di belahan bumi , tidak spesifik""]";Intracerebral haemorrhage in hemisphere, unspecified;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
cf9ba4ca-e183-47bf-bf91-fe5f2e2b720e;Intracerebral haemorrhage in brain stem;I61.3;"[""Perdarahan intraserebral di batang otak""]";Intracerebral haemorrhage in brain stem;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
31081807-711d-499c-91c1-1d0cafda5b87;Intracerebral haemorrhage in cerebellum;I61.4;"[""Perdarahan intraserebral di otak kecil""]";Intracerebral haemorrhage in cerebellum;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
1c06ec18-a419-48f3-a870-f902a4b4612f;Intracerebral haemorrhage, intraventricular;I61.5;"[""Perdarahan intraserebral , intraventrikular""]";Intracerebral haemorrhage, intraventricular;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
2d44f929-b07f-444c-808b-9339692eef9a;Intracerebral haemorrhage, multiple localized;I61.6;"[""Perdarahan intraserebral , beberapa lokal""]";Intracerebral haemorrhage, multiple localized;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
0624cd88-ccd5-451b-85a9-f09090d195d5;Other intracerebral haemorrhage;I61.8;"[""Perdarahan intraserebral lainnya""]";Other intracerebral haemorrhage;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
0edf8abc-62ff-4663-b26f-8b726c1e51d8;Intracerebral haemorrhage, unspecified;I61.9;"[""Perdarahan intraserebral , tidak spesifik""]";Intracerebral haemorrhage, unspecified;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
2568bcc5-2c64-4edd-bf16-dfac9adb2298;Subdural haemorrhage (acute) (nontraumatic);I62.0;"[""Perdarahan subdural ( akut ) ( nontraumatic )""]";Subdural haemorrhage (acute) (nontraumatic);Cardiovasculaire;Cardiologie;moderate;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
795de689-b58a-4cf9-b35d-f331d6287bb2;Nontraumatic extradural haemorrhage;I62.1;"[""Nontraumatic perdarahan ekstradural""]";Nontraumatic extradural haemorrhage;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
335b493a-9182-4d88-9e77-6315f5a61d7b;Intracranial haemorrhage (nontraumatic), unspecified;I62.9;"[""Perdarahan intrakranial ( nontraumatic ) , tidak spesifik""]";Intracranial haemorrhage (nontraumatic), unspecified;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
99839858-8c6f-4d0f-b1ca-6ab2012ba5b6;Cerebral infarction due to thrombosis of precerebral arteries;I63.0;"[""Infark serebral akibat trombosis arteri precerebral""]";Cerebral infarction due to thrombosis of precerebral arteries;Cardiovasculaire;Cardiologie;critical;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
a6952dc3-da21-484d-a57c-5cc86a3cb457;Cerebral infarction due to embolism of precerebral arteries;I63.1;"[""Infark serebral akibat emboli arteri precerebral""]";Cerebral infarction due to embolism of precerebral arteries;Cardiovasculaire;Cardiologie;critical;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
6576a354-bcd8-4ba2-a56b-52bfe46cb65a;Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries;I63.2;"[""Infark serebral karena oklusi yang tidak spesifik atau stenosis arteri precerebral""]";Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries;Cardiovasculaire;Cardiologie;critical;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
e96440af-3416-41b3-9cec-bde1c5c42f17;Cerebral infarction due to embolism of cerebral arteries;I63.4;"[""Infark serebral akibat emboli arteri serebral""]";Cerebral infarction due to embolism of cerebral arteries;Cardiovasculaire;Cardiologie;critical;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
0ffd8f23-2401-4583-8ef7-b0c6669619b4;Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries;I63.5;"[""Infark serebral karena oklusi yang tidak spesifik atau stenosis arteri serebral""]";Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries;Cardiovasculaire;Cardiologie;critical;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
b6ec9443-a86a-4397-a967-ca8591546b4d;Cerebral infarction due to cerebral venous thrombosis, nonpyogenic;I63.6;"[""Infark serebral karena trombosis vena serebral , nonpyogenic""]";Cerebral infarction due to cerebral venous thrombosis, nonpyogenic;Cardiovasculaire;Cardiologie;critical;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
55ca064b-d322-4a25-bc6d-6f01c2b6093f;Other cerebral infarction;I63.8;"[""Infark serebral lainnya""]";Other cerebral infarction;Cardiovasculaire;Cardiologie;critical;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
5926672f-a745-4054-ab49-73e13407c18e;Cerebral infarction, unspecified;I63.9;"[""Infark serebral , tidak spesifik""]";Cerebral infarction, unspecified;Cardiovasculaire;Cardiologie;critical;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
8c845c8f-f79f-4394-b1e9-3f20a21504ae;Stroke, not specified as haemorrhage or infarction;I64;"[""Stroke , tidak ditetapkan sebagai perdarahan atau infark""]";Stroke, not specified as haemorrhage or infarction;Cardiovasculaire;Cardiologie;critical;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
e03c339b-0013-4834-8d34-6692e494bdd7;Occlusion and stenosis of vertebral artery;I65.0;"[""Oklusi dan stenosis arteri vertebral""]";Occlusion and stenosis of vertebral artery;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
b6d687f9-f279-4835-b628-d80a5bd52973;Occlusion and stenosis of basilar artery;I65.1;"[""Oklusi dan stenosis dari arteri basilar""]";Occlusion and stenosis of basilar artery;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
7345af1d-0a58-4edc-b866-20a54508eed7;Occlusion and stenosis of carotid artery;I65.2;"[""Oklusi dan stenosis arteri karotis""]";Occlusion and stenosis of carotid artery;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
2a18db37-d339-4f5e-a845-d4d1ec8e4a18;Occlusion and stenosis of multiple and bilateral precerebral arteries;I65.3;"[""Oklusi dan stenosis beberapa dan bilateral arteri precerebral""]";Occlusion and stenosis of multiple and bilateral precerebral arteries;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
c5a35707-091e-42a4-b21b-4b8a6583efb4;Occlusion and stenosis of other precerebral artery;I65.8;"[""Oklusi dan stenosis arteri precerebral lainnya""]";Occlusion and stenosis of other precerebral artery;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
6291e767-018a-4ed5-aeed-65231b51911e;Occlusion and stenosis of unspecified precerebral artery;I65.9;"[""Oklusi dan stenosis arteri precerebral tidak spesifik""]";Occlusion and stenosis of unspecified precerebral artery;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
d993879c-7ae4-4850-b696-b4a08ce19c78;Occlusion and stenosis of middle cerebral artery;I66.0;"[""Oklusi dan stenosis dari arteri serebri""]";Occlusion and stenosis of middle cerebral artery;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
181517c6-006a-4aea-b344-19111d259498;Occlusion and stenosis of anterior cerebral artery;I66.1;"[""Oklusi dan stenosis arteri serebral anterior""]";Occlusion and stenosis of anterior cerebral artery;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
9861502b-ca01-4e2b-af11-9682f73b8b3c;Occlusion and stenosis of posterior cerebral artery;I66.2;"[""Oklusi dan stenosis dari arteri serebral posterior""]";Occlusion and stenosis of posterior cerebral artery;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
3b0dcbfe-33b0-4528-a425-c5e3fc4e2613;Occlusion and stenosis of cerebellar arteries;I66.3;"[""Oklusi dan stenosis arteri cerebellar""]";Occlusion and stenosis of cerebellar arteries;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
e3d46d5a-616a-4e6f-89f8-4ea92f32de3d;Occlusion and stenosis of multiple and bilateral cerebral arteries;I66.4;"[""Oklusi dan stenosis beberapa dan bilateral arteri serebral""]";Occlusion and stenosis of multiple and bilateral cerebral arteries;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
c55ae47e-1fe4-4c91-9ae3-3c31a575e1b1;Occlusion and stenosis of other cerebral artery;I66.8;"[""Oklusi dan stenosis arteri serebral lainnya""]";Occlusion and stenosis of other cerebral artery;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
e297899e-3209-49d9-b28e-520eed9b2996;Occlusion and stenosis of unspecified cerebral artery;I66.9;"[""Oklusi dan stenosis arteri serebral spesifik""]";Occlusion and stenosis of unspecified cerebral artery;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
7ca2cff4-9c5d-4cfd-a858-2fb309ee65b0;Dissection of cerebral arteries, nonruptured;I67.0;"[""Diseksi arteri serebral , nonruptured""]";Dissection of cerebral arteries, nonruptured;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
e7aca784-c6fa-41de-8532-20faf8486aa9;Cerebral aneurysm, nonruptured;I67.1;"[""Aneurisma serebral , nonruptured""]";Cerebral aneurysm, nonruptured;Cardiovasculaire;Cardiologie;mild;2025-12-07 19:56:42.632537+00;2025-12-07 20:07:36.413962+00
b43c37d2-70e6-4f22-92df-76bf602d344f;Liver disorders in other diseases classified elsewhere;K77.8;"[""Gangguan hati pada penyakit lain yang diklasifikasikan di tempat lain""]";Liver disorders in other diseases classified elsewhere;Digestive;Gastro-entérologie;severe;2025-12-07 19:56:43.387534+00;2025-12-07 20:07:37.287084+00
b49f42d9-da80-44d9-8d54-d648fe06487e;Calculus of gallbladder with acute cholecystitis;K80.0;"[""Kalkulus kandung empedu dengan kolesistitis akut""]";Calculus of gallbladder with acute cholecystitis;Digestive;Gastro-entérologie;moderate;2025-12-07 19:56:43.387534+00;2025-12-07 20:07:37.287084+00
8a398732-bb96-4dbd-97ce-2d3fa17e4ef2;Calculus of gallbladder with other cholecystitis;K80.1;"[""Kalkulus kandung empedu dengan kolesistitis lain""]";Calculus of gallbladder with other cholecystitis;Digestive;Gastro-entérologie;mild;2025-12-07 19:56:43.387534+00;2025-12-07 20:07:37.287084+00
de334f3f-d925-42fb-bd0a-45164c7cf539;Calculus of gallbladder without cholecystitis;K80.2;"[""Kalkulus kandung empedu tanpa kolesistitis""]";Calculus of gallbladder without cholecystitis;Digestive;Gastro-entérologie;mild;2025-12-07 19:56:43.387534+00;2025-12-07 20:07:37.287084+00
e6ecc609-1561-47c4-af44-dc263248127b;Calculus of bile duct with cholangitis;K80.3;"[""Kalkulus saluran empedu dengan cholangitis""]";Calculus of bile duct with cholangitis;Digestive;Gastro-entérologie;mild;2025-12-07 19:56:43.387534+00;2025-12-07 20:07:37.287084+00
a7f7d2f8-b330-4d9e-b967-93b35f6aeec4;Calculus of bile duct with cholecystitis;K80.4;"[""Kalkulus saluran empedu dengan kolesistitis""]";Calculus of bile duct with cholecystitis;Digestive;Gastro-entérologie;mild;2025-12-07 19:56:43.387534+00;2025-12-07 20:07:37.287084+00
b6525e84-93e7-4c74-8674-5150d0135867;Calculus of bile duct without cholangitis or cholecystitis;K80.5;"[""Kalkulus saluran empedu tanpa kolangitis atau kolesistitis""]";Calculus of bile duct without cholangitis or cholecystitis;Digestive;Gastro-entérologie;mild;2025-12-07 19:56:43.387534+00;2025-12-07 20:07:37.287084+00
7bd1f046-2f6e-4ac3-8eed-18cbc95577c4;Other cholelithiasis;K80.8;"[""Cholelithiasis lainnya""]";Other cholelithiasis;Digestive;Gastro-entérologie;mild;2025-12-07 19:56:43.387534+00;2025-12-07 20:07:37.287084+00
c998d2f7-8680-4e76-9e9b-fcd323a40766;Acute cholecystitis;K81.0;"[""Kolesistitis akut""]";Acute cholecystitis;Digestive;Gastro-entérologie;moderate;2025-12-07 19:56:43.387534+00;2025-12-07 20:07:37.287084+00
